path_num,points,times,Energy
376,"1,5,1;1,-5,1;3,-4,1;3,3,1;4,-4,1;-5,-2,1;2,1,1;-3,1,1","116,63,114,58,63,72,111,76",0
377,"-3,1,1;1,-1,1;1,0,1;-1,0,1;0,0,1;0,0,1;1,0,1;1,-2,1;-1,0,1","61,73,79,57,53,59,102,59,70",0
378,"-1,0,1;-1,0,1;0,0,1;-1,0,1;0,0,1;0,-2,1;1,-1,1;2,0,1;-2,0,1","68,62,87,68,50,99,112,64,56",0
379,"-2,0,1;0,0,1;-1,-2,1;0,0,1;0,-2,1;-2,0,1;0,-1,1;2,0,1;3,0,1","58,75,88,62,61,59,89,74,80",0
380,"3,0,1;-5,-1,1;-4,0,1;-3,1,1;-2,2,1;1,-4,1;3,-3,1;5,-1,1","94,78,85,119,105,74,88,51",0
381,"5,-1,1;-5,-1,1;-2,-1,1;1,0,1;3,-1,1;-3,0,1;1,2,1;1,-4,1","75,59,94,101,87,55,68,99",0
382,"1,-4,1;-3,-1,1;1,0,1;-1,1,1;0,3,1;0,5,1;2,-5,1","103,114,109,76,65,113,63",0
383,"2,-5,1;4,-3,1;4,2,1;5,-3,1;-5,1,1;-2,-2,1;0,-1,1;0,0,1","89,94,81,69,85,116,60,57",0
384,"0,0,1;0,0,1;0,0,1;0,-2,1;-1,1,1;0,1,1;0,2,1","112,64,57,98,85,118,82",0
385,"0,2,1;-2,4,1;0,5,1;0,-5,1;0,3,1;0,3,1;-2,-4,1;-1,2,1","86,91,83,102,73,59,108,62",0
386,"-1,2,1;0,-2,1;1,1,1;1,-2,1;-1,-1,1;-1,0,1;-1,0,1;0,0,1;2,1,1","110,61,67,73,74,55,91,69,64",0
387,"2,1,1;-3,-1,1;0,-1,1;0,0,1;0,-2,1;0,-1,1;-2,-1,1","109,78,66,111,113,59,99",0
388,"-2,-1,1;-1,0,1;0,0,1;1,1,1;3,-2,1;-3,0,1;0,2,1","118,62,65,119,60,73,108",0
389,"0,2,1;1,-3,1;3,-1,1;5,-1,1;5,0,1;5,1,1;-5,3,1","107,115,63,80,109,66,101",0
390,"-5,3,1;3,-3,1;3,0,1;-4,0,1;2,-2,1;-3,0,1","81,101,79,110,114,107",0
391,"-3,0,1;-2,-2,1;1,0,1;3,-2,1;3,1,1;4,3,1;-4,-4,1;-3,-1,1","60,95,114,71,105,82,72,76",0
392,"-3,-1,1;1,1,1;3,-1,1;5,-1,1;-5,-1,1;-3,-1,1;0,0,1;-2,-1,1","105,108,101,67,117,62,58,61",0
393,"-2,-1,1;0,0,1;-2,1,1;-1,1,1;0,2,1;0,2,1;1,2,1","64,119,86,112,64,101,93",0
394,"1,2,1;3,2,1;3,-4,1;-4,1,1;-2,2,1;0,-4,1;-2,-3,1;0,-1,1","106,57,60,73,82,107,92,95",0
395,"0,-1,1;0,0,1;-1,0,1;0,1,1;-2,2,1;0,2,1;-1,2,1;0,4,1;1,4,1;2,-5,1","67,63,62,67,54,55,82,55,90,84",0
396,"2,-5,1;-2,4,1;0,4,1;0,-5,1;0,3,1;-1,5,1;0,-5,1","91,101,96,102,91,119,61",0
397,"0,-5,1;0,-4,1;-2,2,1;0,-3,1;0,-1,1;1,0,1;-2,0,1;0,-1,1","50,111,62,111,118,53,100,65",0
398,"0,-1,1;-2,0,1;0,0,1;0,1,1;2,3,1;3,5,1;4,-5,1;5,4,1","77,71,57,84,116,71,70,62",0
399,"5,4,1;-5,5,1;4,5,1;5,5,1;-5,5,1;4,5,1;-4,5,1;-2,-5,1","78,70,94,80,72,99,80,77",0
400,"-2,-5,1;0,-3,1;0,2,1;-1,-4,1;0,-2,1;0,0,1;2,0,1;-4,0,1","71,106,64,118,107,75,96,51",0
401,"-4,0,1;-3,-2,1;-2,0,1;0,0,1;1,0,1;2,-2,1;4,0,1;5,-1,1","56,50,72,95,98,88,80,105",0
402,"5,-1,1;5,0,1;-5,1,1;4,3,1;4,-5,1;-4,3,1;3,-5,1","98,116,99,72,60,102,112",0
403,"3,-5,1;-4,-3,1;-1,0,1;-1,-1,1;0,0,1;-1,0,1;0,0,1;0,-1,1","75,62,56,69,112,83,95,114",0
404,"0,-1,1;2,0,1;4,2,1;5,-4,1;-5,-3,1;4,0,1;-4,1,1;-3,-3,1","61,89,81,66,114,110,50,90",0
405,"-3,-3,1;0,-1,1;-2,0,1;0,0,1;-1,0,1;0,0,1;0,1,1;-1,-1,1;0,0,1","84,71,85,71,55,71,59,103,75",0
406,"0,0,1;-2,0,1;0,1,1;2,-2,1;2,0,1;-2,1,1;0,3,1","106,108,110,114,78,84,56",0
407,"0,3,1;-2,5,1;0,-5,1;-1,-3,1;0,2,1;1,-2,1;-1,0,1;0,2,1","86,91,60,112,87,98,89,72",0
408,"0,2,1;-2,-2,1;-1,0,1;-1,1,1;0,-1,1;0,-1,1;1,0,1;-3,-2,1","86,51,97,108,64,98,75,75",0
409,"-3,-2,1;0,0,1;1,0,1;3,0,1;4,0,1;5,-2,1;5,1,1","113,77,107,108,110,69,113",0
410,"5,1,1;-5,-3,1;-2,0,1;-1,0,1;-1,2,1;1,2,1;1,2,1;-2,-4,1","115,93,72,66,101,50,87,96",0
411,"-2,-4,1;0,3,1;-2,5,1;0,5,1;-2,5,1;1,5,1;-3,-5,1;-2,4,1;0,-4,1","82,78,69,102,87,51,58,105,63",0
412,"0,-4,1;1,-2,1;-2,-1,1;0,0,1;0,0,1;2,1,1;2,3,1;-3,-4,1","119,55,71,58,53,87,108,91",0
413,"-3,-4,1;-1,-1,1;0,0,1;-2,1,1;0,3,1;-1,-3,1;-1,0,1;0,-2,1","86,57,112,70,79,103,71,69",0
414,"0,-2,1;-1,-1,1;0,0,1;2,-2,1;2,0,1;-3,0,1;2,-2,1","73,90,112,93,106,82,115",0
415,"2,-2,1;-4,0,1;-2,2,1;1,-3,1;3,0,1;5,0,1;5,0,1;5,-2,1","115,94,97,63,119,66,50,85",0
416,"5,-2,1;5,0,1;5,-1,1;5,-1,1;-5,-1,1;4,0,1;-5,-2,1;3,1,1","100,50,116,56,116,84,70,83",0
417,"3,1,1;3,-2,1;3,1,1;-4,2,1;-2,2,1;1,4,1;-3,-4,1","51,104,62,113,117,116,111",0
418,"-3,-4,1;-2,2,1;-1,4,1;0,-4,1;2,2,1;-2,2,1;0,3,1;0,-5,1;0,-4,1","60,116,96,93,56,62,51,60,102",0
419,"0,-4,1;-1,2,1;0,-2,1;0,0,1;0,1,1;0,-1,1;0,1,1;-1,-2,1","104,84,81,90,54,74,87,111",0
420,"-1,-2,1;0,0,1;-1,2,1;1,4,1;-2,-4,1;0,-3,1;-2,0,1;0,1,1","77,99,67,61,112,57,59,71",0
421,"0,1,1;2,1,1;-4,-1,1;1,0,1;3,1,1;4,3,1;-5,-3,1;2,-2,1","106,71,86,66,59,51,115,112",0
422,"2,-2,1;-2,0,1;0,0,1;0,-2,1;-1,0,1;0,-1,1;0,1,1","92,78,105,95,103,65,97",0
423,"0,1,1;0,3,1;-1,5,1;-1,-5,1;0,2,1;-1,3,1;0,4,1;-2,-4,1;0,-2,1","89,87,55,52,57,61,84,102,102",0
424,"0,-2,1;-1,1,1;0,-3,1;-1,2,1;1,2,1;3,4,1;5,-4,1;-5,3,1","79,102,84,102,61,95,76,78",0
425,"-5,3,1;-4,4,1;-3,-5,1;-2,4,1;0,4,1;0,5,1;0,5,1","85,84,118,66,53,116,96",0
426,"0,5,1;1,-5,1;3,2,1;-4,-3,1;-1,0,1;1,1,1;-2,-1,1;0,-1,1","113,56,84,78,64,72,100,104",0
427,"0,-1,1;-1,0,1;0,1,1;1,-3,1;2,1,1;2,-3,1;-3,0,1;-2,-2,1","67,63,88,118,97,80,95,57",0
428,"-2,-2,1;0,1,1;-2,3,1;0,3,1;2,3,1;-2,-5,1;0,-3,1;-2,2,1","88,94,82,50,95,75,107,68",0
429,"-2,2,1;0,-3,1;0,0,1;0,-1,1;0,0,1;-1,2,1;0,-4,1;1,-3,1;-3,2,1","65,67,81,92,57,80,89,67,99",0
430,"-3,2,1;0,-4,1;0,-2,1;-1,-1,1;1,1,1;1,3,1;3,5,1;-5,5,1","72,102,109,64,55,65,76,77",0
431,"-5,5,1;-3,-5,1;2,4,1;4,-5,1;4,-4,1;-5,-1,1;2,0,1","115,62,101,94,83,107,58",0
432,"2,0,1;-2,1,1;0,3,1;-2,-5,1;0,3,1;0,-4,1;1,-1,1","118,109,113,80,78,70,68",0
433,"1,-1,1;-3,0,1;-1,-2,1;0,0,1;-2,-2,1;-1,0,1;0,1,1;0,2,1","101,106,55,51,68,62,119,100",0
434,"0,2,1;0,4,1;-2,5,1;1,-5,1;3,3,1;3,3,1;5,-3,1;-5,1,1","68,63,71,115,61,84,108,96",0
435,"-5,1,1;2,3,1;2,-5,1;3,2,1;-3,-4,1;-2,1,1;0,1,1;-1,-2,1","71,115,54,88,92,58,110,97",0
436,"-1,-2,1;0,0,1;-2,2,1;0,3,1;1,-4,1;-2,-2,1;0,1,1;0,-3,1;1,0,1","63,110,79,51,68,78,94,68,75",0
437,"1,0,1;-3,2,1;0,-2,1;-1,0,1;-1,1,1;0,2,1;2,-4,1;3,2,1","84,88,69,86,99,109,58,105",0
438,"3,2,1;3,2,1;-4,-2,1;-1,0,1;0,2,1;2,-2,1;3,0,1","89,99,113,83,95,117,53",0
439,"3,0,1;-4,2,1;1,-2,1;2,0,1;-2,-2,1;1,-1,1;2,0,1;3,0,1;-5,2,1","53,77,80,106,76,76,110,53,64",0
440,"-5,2,1;-4,-2,1;-2,0,1;0,-2,1;1,-1,1;1,1,1;-1,-2,1;1,0,1","115,82,54,55,74,58,119,109",0
441,"1,0,1;-2,0,1;0,2,1;2,-3,1;3,-2,1;4,-1,1","112,107,109,113,107,103",0
442,"4,-1,1;-5,-1,1;-3,1,1;0,3,1;2,3,1;4,4,1;-5,5,1;3,-5,1","95,90,97,90,101,109,62,55",0
443,"3,-5,1;-4,-2,1;3,1,1;-5,-3,1;-3,-2,1;0,-1,1;-1,1,1","64,117,92,84,99,56,115",0
444,"-1,1,1;0,3,1;-2,-4,1;-1,-3,1;0,2,1;-2,2,1;0,-3,1;0,-2,1","67,102,52,91,110,69,69,53",0
445,"0,-2,1;2,0,1;-3,2,1;0,2,1;2,-3,1;-3,0,1;2,0,1","105,51,107,108,111,102,77",0
446,"2,0,1;2,1,1;-4,3,1;-3,3,1;1,-3,1;-3,0,1;-2,1,1;0,2,1","112,78,52,73,114,85,90,67",0
447,"0,2,1;-2,3,1;0,5,1;0,-5,1;-1,-2,1;-1,0,1;0,-2,1;0,-1,1","103,72,68,89,73,93,82,96",0
448,"0,-1,1;0,0,1;0,-2,1;0,0,1;2,2,1;4,-2,1;5,0,1;5,0,1","76,79,50,70,119,85,76,55",0
449,"5,0,1;-5,-2,1;-3,-1,1;-2,0,1;0,1,1;1,-1,1;2,-1,1;2,-1,1;-3,1,1","90,59,106,53,53,80,50,91,77",0
450,"-3,1,1;-2,-1,1;0,0,1;2,2,1;4,-2,1;5,0,1;5,-2,1;5,0,1","67,71,82,52,80,94,115,106",0
451,"5,0,1;5,1,1;5,-3,1;-5,0,1;4,-2,1;5,0,1;5,1,1","111,101,106,70,111,70,71",0
452,"5,1,1;5,-1,1;-5,0,1;2,-2,1;-3,1,1;-1,2,1;0,-2,1;1,0,1","101,55,83,111,53,73,74,95",0
453,"1,0,1;1,2,1;-3,-4,1;2,-3,1;-2,1,1;0,2,1;-2,4,1;0,5,1","71,115,69,56,114,87,102,52",0
454,"0,5,1;-1,5,1;0,-5,1;0,-4,1;0,-3,1;1,-1,1;-2,1,1","82,76,81,115,108,112,85",0
455,"-2,1,1;-1,-2,1;-1,0,1;0,-2,1;-1,0,1;0,-1,1","104,114,115,115,106,108",0
456,"0,-1,1;-1,0,1;0,1,1;-2,-1,1;0,0,1;1,0,1;-3,-1,1","83,106,71,82,64,97,105",0
457,"-3,-1,1;0,0,1;0,0,1;-2,0,1;1,-2,1;3,-1,1;4,0,1;-5,1,1;-3,-2,1","64,55,66,87,84,73,78,73,114",0
458,"-3,-2,1;0,0,1;0,1,1;-1,1,1;-1,-1,1;0,-1,1;1,0,1;1,-2,1","101,92,59,83,60,82,78,68",0
459,"1,-2,1;-1,1,1;0,-3,1;2,1,1;-2,-3,1;0,-2,1;1,0,1","117,59,57,118,112,118,75",0
460,"1,0,1;-1,-1,1;0,-1,1;2,0,1;3,-1,1;5,1,1;5,-3,1;-5,1,1","103,109,60,87,94,76,73,86",0
461,"-5,1,1;-3,2,1;-2,2,1;0,-2,1;0,1,1;-1,2,1;-1,-4,1;0,-3,1","94,100,56,94,58,59,70,105",0
462,"0,-3,1;0,2,1;-1,4,1;0,-5,1;-1,2,1;0,-2,1;-1,1,1;0,1,1","57,75,52,103,71,113,104,59",0
463,"0,1,1;1,3,1;2,-3,1;3,-2,1;-5,-1,1;4,0,1;-4,-2,1;2,0,1;3,0,1","51,85,65,74,64,50,60,69,92",0
464,"3,0,1;-3,1,1;-2,3,1;0,-4,1;0,-2,1;0,0,1;1,-1,1","95,89,112,96,83,92,96",0
465,"1,-1,1;-2,1,1;1,2,1;3,3,1;3,-5,1;5,4,1;5,-4,1;5,-3,1;5,-2,1","61,58,51,51,100,64,58,114,113",0
466,"5,-2,1;5,0,1;5,-1,1;-5,0,1;4,2,1;4,4,1;-5,-5,1","105,87,59,104,107,112,116",0
467,"-5,-5,1;2,-2,1;2,0,1;-4,2,1;3,2,1;-3,4,1;-1,4,1","117,88,111,52,79,111,68",0
468,"-1,4,1;0,-5,1;0,4,1;1,5,1;3,5,1;5,-5,1;-5,4,1;4,-5,1","103,54,111,78,107,92,72,69",0
469,"4,-5,1;5,-2,1;-5,0,1;-3,0,1;0,-1,1;0,0,1;0,2,1;0,4,1","81,56,87,88,66,113,53,99",0
470,"0,4,1;1,5,1;3,-5,1;4,4,1;-4,4,1;-2,5,1;0,-5,1;1,2,1","62,117,97,74,69,93,116,61",0
471,"1,2,1;-2,-3,1;1,-1,1;-3,0,1;1,2,1;2,3,1;-4,-3,1","111,69,116,72,59,60,109",0
472,"-4,-3,1;1,2,1;-2,-4,1;1,2,1;-3,-2,1;0,1,1;2,-3,1;-4,1,1","118,101,87,59,51,63,100,78",0
473,"-4,1,1;-3,-2,1;0,0,1;0,2,1;-2,-4,1;0,3,1;-2,4,1;0,-5,1","107,102,57,51,74,93,75,81",0
474,"0,-5,1;0,-2,1;0,0,1;2,1,1;2,-3,1;3,-2,1;-3,1,1;2,-2,1;-2,0,1","82,105,90,56,60,63,55,89,68",0
475,"-2,0,1;1,0,1;2,-1,1;-4,-1,1;-1,-1,1;0,1,1;-1,2,1","54,112,118,92,76,83,106",0
476,"-1,2,1;0,-4,1;0,2,1;-2,-2,1;0,-1,1;0,0,1;-2,2,1","77,107,105,116,110,62,65",0
477,"-2,2,1;0,-2,1;-2,0,1;-1,-1,1;-1,-1,1;-1,0,1;-1,2,1;0,2,1","83,78,73,63,79,86,112,87",0
478,"0,2,1;-1,-4,1;0,-2,1;1,0,1;-2,-2,1;1,-1,1;-1,0,1","75,111,61,87,107,65,117",0
479,"-1,0,1;1,1,1;-2,-3,1;1,1,1;-1,-1,1;-1,0,1;0,0,1","117,95,76,94,107,73,93",0
480,"0,0,1;0,1,1;1,2,1;-1,2,1;0,2,1;1,4,1;2,4,1;-3,4,1","96,54,95,56,116,67,84,113",0
481,"-3,4,1;0,-4,1;2,3,1;-2,3,1;1,-4,1;1,1,1;-2,2,1;1,3,1;-2,-3,1","53,65,66,65,108,83,75,58,114",0
482,"-2,-3,1;0,-1,1;-1,1,1;0,3,1;-2,-4,1;0,-1,1;0,-1,1;1,0,1;3,0,1","71,66,53,59,109,89,50,86,79",0
483,"3,0,1;3,-1,1;-5,1,1;4,3,1;-4,5,1;2,-5,1;2,-4,1;3,3,1","76,68,54,100,117,56,112,63",0
484,"3,3,1;-3,-3,1;1,2,1;3,3,1;-5,4,1;-2,-4,1;0,1,1;1,2,1","52,58,107,82,55,114,112,97",0
485,"1,2,1;3,2,1;-5,3,1;2,-5,1;-2,-4,1;0,2,1;-2,2,1;0,-3,1;2,0,1","61,84,62,51,58,83,55,115,109",0
486,"2,0,1;3,-1,1;-5,0,1;-2,2,1;0,-3,1;0,-1,1;2,0,1","103,78,93,89,102,103,71",0
487,"2,0,1;-3,0,1;0,-2,1;0,1,1;-2,2,1;0,3,1;0,3,1;2,5,1;3,-5,1","86,52,65,60,88,107,81,73,63",0
488,"3,-5,1;-3,-3,1;0,1,1;0,2,1;0,-3,1;1,0,1;-1,1,1;-1,3,1","103,69,61,116,55,52,66,108",0
489,"-1,3,1;0,-3,1;0,-1,1;0,0,1;2,-2,1;-2,0,1;0,0,1","90,110,117,86,89,101,85",0
490,"0,0,1;0,-1,1;0,0,1;-2,2,1;0,3,1;0,5,1;1,5,1;-2,5,1;-1,5,1","67,64,102,86,54,83,62,81,64",0
491,"-1,5,1;1,5,1;2,5,1;4,-5,1;5,2,1;-5,4,1;-2,4,1","108,116,107,71,69,112,54",0
492,"-2,4,1;0,-5,1;-1,2,1;0,2,1;1,-4,1;-2,2,1;-1,-3,1;1,0,1;-2,1,1","69,82,53,70,58,119,77,80,63",0
493,"-2,1,1;0,-3,1;0,1,1;0,2,1;0,4,1;-2,5,1;0,-5,1","79,69,108,117,93,74,97",0
494,"0,-5,1;0,-3,1;1,0,1;-2,-1,1;-1,0,1;0,-1,1;0,0,1","63,74,73,64,106,117,115",0
495,"0,0,1;0,0,1;2,-2,1;4,0,1;5,0,1;5,0,1;-5,-1,1;2,-1,1","103,99,53,52,73,77,119,107",0
496,"2,-1,1;4,-1,1;5,0,1;5,-2,1;-5,0,1;3,1,1;-5,-3,1;-2,1,1","60,70,86,50,94,113,83,109",0
497,"-2,1,1;0,1,1;2,-1,1;3,0,1;4,1,1;4,2,1;5,2,1","117,105,108,78,72,77,54",0
498,"5,2,1;-5,3,1;2,-5,1;3,2,1;-4,3,1;3,-3,1;-3,0,1","101,113,108,103,113,64,51",0
499,"-3,0,1;-1,1,1;0,-3,1;-2,1,1;0,3,1;-2,-4,1;-1,2,1","55,86,111,111,102,58,102",0
500,"-1,2,1;0,-2,1;0,1,1;-2,-2,1;1,-1,1;3,0,1;-4,2,1;1,3,1","78,110,84,99,77,105,83,59",0
501,"1,3,1;2,-4,1;4,2,1;5,4,1;5,5,1;-5,5,1;-2,5,1;0,-5,1","61,76,108,116,72,61,90,78",0
502,"0,-5,1;1,2,1;-1,2,1;0,-3,1;-2,2,1;0,-2,1;-2,0,1","51,91,115,95,116,102,99",0
503,"-2,0,1;0,1,1;1,-1,1;1,0,1;-3,2,1;-1,-3,1;1,0,1;-3,0,1;1,2,1","69,53,52,61,52,69,69,108,98",0
504,"1,2,1;-1,-2,1;0,0,1;1,1,1;3,1,1;-4,-2,1;2,1,1","112,50,73,111,113,116,62",0
505,"2,1,1;-4,1,1;1,-3,1;2,1,1;3,-3,1;3,-2,1;-5,0,1;4,-1,1;-5,0,1;2,2,1","57,75,72,69,77,71,64,78,64,51",0
506,"2,2,1;-3,-4,1;2,-1,1;-4,0,1;-1,-2,1;0,0,1;-2,0,1;0,2,1;-2,2,1","101,73,111,110,58,60,50,62,71",0
507,"-2,2,1;0,3,1;-1,4,1;0,5,1;-1,5,1;-1,-5,1;0,3,1;0,-5,1","72,82,106,76,107,64,110,54",0
508,"0,-5,1;-1,3,1;1,-5,1;2,-3,1;4,0,1;-4,0,1;-1,1,1;-1,3,1","91,87,72,70,103,87,67,54",0
509,"-1,3,1;-1,-5,1;-1,-2,1;-1,0,1;0,2,1;0,2,1;1,3,1;-3,-5,1","51,87,78,66,99,55,88,110",0
510,"-3,-5,1;1,2,1;-2,-4,1;-1,-3,1;-1,2,1;-1,3,1;-1,5,1;0,-5,1","65,115,97,67,113,71,51,105",0
511,"0,-5,1;-2,-3,1;0,0,1;-1,2,1;0,-3,1;-1,1,1;0,-1,1","107,99,64,55,91,118,104",0
512,"0,-1,1;-1,-1,1;0,-1,1;0,0,1;2,1,1;3,3,1;-4,-3,1;-1,2,1","63,67,63,66,102,111,111,109",0
513,"-1,2,1;1,2,1;3,-3,1;5,0,1;5,0,1;-5,0,1;2,-2,1;-4,1,1","69,100,58,57,50,111,108,99",0
514,"-4,1,1;-3,-2,1;0,0,1;-2,-2,1;-1,1,1;0,2,1;-1,-4,1;0,-1,1","113,96,70,100,70,52,115,68",0
515,"0,-1,1;1,0,1;2,-1,1;3,-1,1;-4,0,1;3,-2,1;5,0,1;-5,0,1","62,118,98,50,91,116,79,83",0
516,"-5,0,1;3,0,1;4,0,1;5,0,1;-5,2,1;-4,3,1;3,3,1","98,59,115,108,104,117,90",0
517,"3,3,1;-4,4,1;2,4,1;3,-4,1;-4,-1,1;2,-1,1;-4,0,1","111,99,96,71,81,94,94",0
518,"-4,0,1;1,1,1;-3,-3,1;0,0,1;-1,0,1;0,1,1;1,1,1;-1,3,1;0,-3,1","78,53,93,70,62,65,58,62,102",0
519,"0,-3,1;-2,0,1;0,0,1;1,-2,1;3,0,1;-4,1,1;1,1,1;3,-2,1","109,64,70,84,64,88,100,75",0
520,"3,-2,1;3,0,1;-5,-2,1;3,1,1;5,2,1;-5,2,1;4,-4,1","97,90,79,97,85,91,112",0
521,"4,-4,1;4,-1,1;-4,0,1;-1,1,1;1,2,1;-2,3,1;0,-5,1","81,101,100,91,90,93,100",0
522,"0,-5,1;-1,4,1;-1,5,1;-1,5,1;0,5,1;0,5,1;0,-5,1;2,2,1;4,2,1","50,77,55,51,50,109,85,67,105",0
523,"4,2,1;5,2,1;-5,2,1;-4,2,1;-1,2,1;0,3,1;-1,3,1","72,87,72,76,115,116,90",0
524,"-1,3,1;1,-4,1;1,-1,1;3,0,1;3,2,1;4,-2,1;-5,0,1;-2,-2,1","50,115,82,52,76,102,88,119",0
525,"-2,-2,1;0,0,1;-2,1,1;0,-2,1;1,0,1;-1,-2,1;0,0,1;2,1,1","106,69,80,50,86,51,108,71",0
526,"2,1,1;-2,2,1;-1,4,1;1,-5,1;1,2,1;1,-2,1;1,0,1;-1,1,1;0,3,1","86,67,114,93,63,59,84,68,58",0
527,"0,3,1;0,4,1;-1,5,1;0,-5,1;1,2,1;-2,-2,1;1,-1,1;2,-1,1","59,87,57,65,62,97,106,98",0
528,"2,-1,1;2,0,1;-4,-2,1;-2,-1,1;-1,0,1;1,-2,1;2,0,1;-2,2,1;1,4,1","54,52,52,78,83,86,60,119,71",0
529,"1,4,1;1,-5,1;-1,-3,1;0,-2,1;-2,1,1;1,-3,1;-3,-2,1;0,0,1","102,109,73,83,88,52,63,59",0
530,"0,0,1;0,-2,1;0,0,1;-2,0,1;1,0,1;-3,0,1;2,0,1;-2,-1,1","53,63,88,115,88,88,66,106",0
531,"-2,-1,1;0,-1,1;1,0,1;-1,2,1;1,-4,1;3,-1,1;5,0,1;5,-1,1","58,115,106,51,92,54,116,105",0
532,"5,-1,1;-5,0,1;4,0,1;4,-1,1;-5,1,1;-4,1,1;-1,-3,1;0,-1,1","53,109,87,74,99,98,84,82",0
533,"0,-1,1;-1,-1,1;1,0,1;-3,0,1;-1,-1,1;0,1,1;0,3,1","115,116,54,63,99,100,102",0
534,"0,3,1;-2,4,1;-1,4,1;0,-4,1;1,2,1;2,-4,1;2,3,1;3,-3,1","83,56,89,103,71,81,94,94",0
535,"3,-3,1;4,-1,1;4,0,1;5,2,1;5,3,1;-5,3,1;-4,5,1;-1,5,1","55,86,111,73,52,116,119,73",0
536,"-1,5,1;1,-5,1;-2,4,1;0,-5,1;-1,3,1;1,-4,1;3,-3,1;4,0,1","118,99,62,113,77,83,64,53",0
537,"4,0,1;5,-1,1;5,-1,1;5,1,1;5,-2,1;5,-1,1;5,0,1;5,-2,1","69,66,62,85,94,119,67,90",0
538,"5,-2,1;5,0,1;-5,0,1;-3,0,1;2,-1,1;-4,-1,1;3,0,1;-4,1,1;3,1,1","59,98,79,77,50,58,109,66,59",0
539,"3,1,1;-4,1,1;1,-1,1;3,1,1;5,-1,1;-5,0,1;4,2,1","107,117,61,117,110,88,78",0
540,"4,2,1;-5,-3,1;-3,-2,1;0,0,1;-1,1,1;-1,1,1;0,2,1;0,4,1","114,50,75,92,52,80,112,96",0
541,"0,4,1;1,5,1;-1,5,1;-1,5,1;0,5,1;-1,-5,1;0,3,1;2,4,1","113,61,72,105,104,56,73,71",0
542,"2,4,1;-4,4,1;-1,-5,1;0,4,1;2,-5,1;2,3,1;4,-5,1;5,-2,1;5,0,1","64,60,105,99,72,81,60,103,53",0
543,"5,0,1;5,1,1;5,2,1;-5,-2,1;-3,-1,1;0,0,1;-1,1,1","65,116,84,62,92,111,98",0
544,"-1,1,1;0,1,1;2,2,1;-2,2,1;0,2,1;2,4,1;-4,5,1","109,112,63,77,80,59,105",0
545,"-4,5,1;-2,-5,1;0,-4,1;2,-2,1;-2,0,1;0,1,1;1,-1,1;1,0,1","58,54,63,76,112,111,107,65",0
546,"1,0,1;3,0,1;-3,-1,1;0,1,1;-1,-2,1;0,0,1;-1,0,1;0,0,1","74,70,68,98,100,100,98,80",0
547,"0,0,1;0,0,1;0,-1,1;-2,0,1;0,2,1;0,-3,1;0,1,1;-2,1,1","109,80,61,55,103,54,91,71",0
548,"-2,1,1;0,3,1;0,3,1;0,-4,1;2,1,1;3,-1,1;-5,1,1","110,84,97,61,90,86,113",0
549,"-5,1,1;2,3,1;-4,-3,1;-2,0,1;0,1,1;0,3,1;0,4,1;-2,4,1;0,5,1;2,-5,1","57,65,50,63,96,57,50,84,62,110",0
550,"2,-5,1;4,-2,1;4,0,1;4,-2,1;-5,0,1;4,1,1;-5,2,1;-3,-4,1","90,68,55,96,94,111,117,53",0
551,"-3,-4,1;0,1,1;-1,-2,1;0,0,1;0,0,1;-1,1,1;0,-1,1","81,80,100,81,85,103,74",0
552,"0,-1,1;1,0,1;-3,-2,1;1,1,1;1,-1,1;-2,0,1;1,0,1","102,105,99,86,83,103,51",0
553,"1,0,1;-1,2,1;0,-3,1;0,-2,1;-2,-1,1;0,-1,1;0,-1,1;0,1,1","55,58,86,89,113,54,94,72",0
554,"0,1,1;0,-2,1;0,0,1;1,2,1;-2,3,1;0,-3,1;-2,-2,1;0,0,1;-1,-1,1","79,52,51,114,75,80,62,104,81",0
555,"-1,-1,1;0,0,1;-2,1,1;0,-1,1;0,0,1;-1,0,1;1,2,1;3,-4,1","111,61,77,52,50,81,99,114",0
556,"3,-4,1;3,2,1;5,2,1;-5,3,1;-3,-4,1;-2,3,1;0,-3,1","110,84,117,108,59,69,106",0
557,"0,-3,1;1,1,1;-3,-1,1;-2,0,1;0,2,1;0,3,1;0,4,1","99,71,98,104,73,108,109",0
558,"0,4,1;-2,5,1;0,5,1;0,-5,1;2,4,1;2,5,1;3,-5,1;-4,-2,1","103,57,88,111,71,91,70,67",0
559,"-4,-2,1;-3,0,1;0,0,1;0,2,1;0,-3,1;-2,-1,1;-1,0,1","88,108,105,72,116,80,108",0
560,"-1,0,1;0,-2,1;0,0,1;2,-1,1;2,1,1;3,-2,1;-5,0,1","119,63,81,83,74,105,118",0
561,"-5,0,1;3,1,1;4,1,1;-5,3,1;3,-4,1;-4,-2,1;1,1,1","56,71,96,118,113,87,113",0
562,"1,1,1;-1,1,1;0,-1,1;1,0,1;-2,-1,1;0,0,1;0,2,1;0,2,1","78,55,69,62,113,55,96,81",0
563,"0,2,1;-2,-3,1;0,0,1;2,2,1;3,-3,1;-5,-1,1;4,0,1;5,2,1","105,85,95,72,53,93,50,101",0
564,"5,2,1;5,2,1;5,-4,1;5,2,1;-5,-4,1;4,-3,1;4,-2,1;-4,-1,1","63,81,76,90,72,97,79,75",0
